Url,Snippet,Author,Date,Sentiment,Impact,Professions
http://twitter.com/WWTWelney/statuses/1445094317387812866,A big thank you to @AnglianWater for supporting this with a grant from their Flourishing Environment Fund (managed by Cambridgeshire Community Foundation). And to the team of volunteers who helped with the physical habitat creation on the ground at the recent work party. https://t.co/K2RqUZhjmJ,WWTWelney,2021-10-04 18:31:48,positive,30.1,
http://twitter.com/AnglianWater/statuses/1455428289967837187,"@KerriDempsey3 Hi Kerri, sorry to hear that. Is this still an issue this morning?",AnglianWater,2021-11-02 06:55:19,negative,42.1,
http://twitter.com/GJ_Recruitment/statuses/1484223043258011649,"Recruitment Advisor (Embedded Alliances) - Peterborough, England - Anglian Water https://t.co/xFykAfkKD2",GJ_Recruitment,2022-01-20 17:55:23,neutral,0.0,
http://twitter.com/AnglianWater/statuses/1496447674354225164,"@BGroundsman @PublicSewer Good morning, I am sorry that you've not yet been contacted. We'll raise the issue with our team right away and ask that you're contacted ASAP.",AnglianWater,2022-02-23 11:31:42,negative,42.2,
http://twitter.com/jks_ju/statuses/1396526825086595074,@AnglianWater Nearly 24hours with blocked drains again https://t.co/59WkVwQpkY,jks_ju,2021-05-23 18:01:55,neutral,12.2,
http://twitter.com/Stagecoach_East/statuses/1418465987603668992,"#Bedford Harrowden Road will be closed for 24 hours a day from Monday 26 July 2021 for approximately 3 weeks in order for Anglian Water to carry out important works. During this time, our 9/9A/9B & 73 routes will follow alternative routes . Find out more: https://t.co/hN8FK9zDjY https://t.co/PrpyYrDJgL",Stagecoach_East,2021-07-23 07:00:19,neutral,26.5,
http://twitter.com/fleurverity1/statuses/1497359578702438402,@AnglianWater can you please explain why we have human waste on our pathways after 1) you have failed to action corrective works and 2) left waste after a unsuccessful emergency measures. This is unacceptable.,fleurverity1,2022-02-25 23:55:17,negative,8.8,
http://twitter.com/RiggerMortiss/statuses/1396520780150808580,one to watch out for tomorrow morning A1 southbound A52 junction closed for @AnglianWater to fix water main A1 also down to one lane @HighwaysEMIDS @GranthamJournal hopefully not not longer before hole gets refilled #traffic #waterworks https://t.co/82swSsOhgV,RiggerMortiss,2021-05-23 17:37:54,neutral,19.9,
http://twitter.com/KylieHolmes/statuses/1453997234052272131,Hi @AnglianWater ignorance isn't bliss as you have a #dutyofcare for my parents. Thanks for not taking their #MentalHealth into consideration. Rain ☔️ 🌧 is forecast so that means more #Sewage in their garden. 🤬🤬🤬 #notimpressed with poor #customerservice,KylieHolmes,2021-10-29 08:08:49,negative,3.6,Teacher & Lecturer (Teacher)
http://twitter.com/RussellB1ggs/statuses/1435680689102467074,@Happy_Mapper @WildTroutTrust @N_Rivers_Trust @GlavenEel @AnglianWater @WildEastUK @carlsayerUCL The Gaywood River below Oakwood Farm the pollution hotspot at Bawsey & the same river above Bawsey ruins https://t.co/Yp3dMcUDzz,RussellB1ggs,2021-09-08 19:05:24,negative,21.7,
http://twitter.com/netarcher/statuses/1387388132920741888,Anglian Water improves its workforce management and productivity with Oracle Field Service. https://t.co/MVY8H8yf5C https://t.co/wEGFHafgsl,netarcher,2021-04-28 12:48:01,neutral,0.3,Executive (Entrepreneur)
http://twitter.com/LincChalkStream/statuses/1451533247331119108,Congratulations to our partners @anglianwater for their Highly Commended “Best Practical Nature Conservation-Large Scale”for Tetney Blow Wells at the @CIEEMnet awards! Very well deserved! @LincsWildlife @AWCoastCountry #CIEEMAwards @michaelmas79,LincChalkStream,2021-10-22 12:57:49,positive,31.3,
http://twitter.com/Catheri22542014/statuses/1429485137230708736,@Catheri22542014 @RussellB1ggs @Melindola @greenarteries @EnvAgency @AnglianWater @jamesowild Surely!,Catheri22542014,2021-08-22 16:46:29,neutral,0.0,
http://twitter.com/AnglianWater/statuses/1484067943629701120,"@walker1kez Hi there, sorry to hear about this, please can you PM me your full name , address & best contact number? I will look into this- Zack",AnglianWater,2022-01-20 07:39:05,neutral,42.1,
http://twitter.com/AnglianVentures/statuses/1485915462517075968,"The #waterindustry stands ready to meet the many #challenges that lie ahead, says Chairman of AVH & Group CEO Peter Simpson in his latest blog. And it's 'collaborate or fail' he says: https://t.co/Dk3vnEWG9l #water2050 #collaboration #partnership #innovation #climateaction https://t.co/yjuU5wIJkh",AnglianVentures,2022-01-25 10:00:27,neutral,0.0,
http://twitter.com/jamesowild/statuses/1419574895135047680,"Looking at work to reduce 💦 leaks with @AnglianWater and other measures to reduce water use, @Smithdon_High included on school rebuilding list, @KLFestival, and flying the Norfolk flag. All in my new @YourLocalPaper column https://t.co/pocTqphBm9",jamesowild,2021-07-26 08:26:44,neutral,22.5,Politician (MP)
http://twitter.com/greenarteries/statuses/1418175936172892162,@CertusCC @Feargal_Sharkey @SouthernWater @Ofwat @PrivateEyeNews @AnglianWater @FT @gillplimmer1 @DefraGovUK @EnvAgency Indeed. On the subject of water company vandalism and regulators and NGO non execs. Triple SSI Quy Fen? https://t.co/scbWPHPEC0,greenarteries,2021-07-22 11:47:46,neutral,29.0,
http://twitter.com/harriertb/statuses/1478285299956473867,@Parrog3 @AnglianWater @IvelRev @OliverHealdUK @Feargal_Sharkey @thecomet24 Both North Herts DC and Central Beds DC building significantly around the River Ivel and of course they don't talk to each other but it's the same single river taking all the impact of these developments. It's just not good enough. Nature and residents have to suffer...,harriertb,2022-01-04 08:40:55,negative,29.2,
http://twitter.com/JanMcKeon1961/statuses/1418611648521285632,"@Debra514 @AnglianWater That's nice of them Debra, enjoy 😘",JanMcKeon1961,2021-07-23 16:39:08,positive,19.2,
http://twitter.com/KevinCornes5/statuses/1394705584784650243,@AnglianWater Water has been off since before 4pm so in theory you have 3 hours to restore supply otherwise you have to compensate your customers,KevinCornes5,2021-05-18 17:24:58,neutral,8.3,
http://twitter.com/AnglianWater/statuses/1496846776313204745,"@grimmer1895 @eswater_care Ah right, ok. That would be a private issue then I'm afraid. It looks and sounds like there's air trapped in the pipes which is causing the cloudiness and it can take a little while to clear. What we suggest if it's the mains fed cold, is to put the tap on then turn the...",AnglianWater,2022-02-24 13:57:36,negative,43.3,
http://twitter.com/resilienceshift/statuses/1458721165564801029,"📌 TODAY at 12:30 GMT | Insuring Water Security in the Global South | 📍 @copreshub This event explores how insurance can be used to manage risk. Hosted by @AXA_XL, @AnglianWater, @MottMacDonald & Water Pavilion. 🔴 Stream here: https://t.co/BJdvbfuOKW #cop26glasgow #COP26",resilienceshift,2021-11-11 09:00:02,neutral,22.0,
http://twitter.com/TartanMathair/statuses/1404768035144146945,@AnglianWater not sure when this work will take place but the cones have been out for 2 weeks and nothing has happened. Displaced residents parking is becoming an issue on our road for visibility and pedestrians. Any info would. Be appreciated! #anglianwater #abandonedwork https://t.co/z8s9pKOtRr,TartanMathair,2021-06-15 11:49:33,neutral,12.6,
http://twitter.com/JohnFilowiat/statuses/1391323524963479552,@RussellB1ggs @CharlieJGardner @GlavenEel @Feargal_Sharkey @jamesowild @EnvAgencyAnglia @The_WMA @N_Rivers_Trust @AnglianWater @WestNorfolkBC Surprised that bund is still standing.,JohnFilowiat,2021-05-09 09:25:52,negative,8.3,
http://twitter.com/lord_bungle/statuses/1407754738901340162,"@AnglianWater Not really any need. Maybe reminding your engineering staff that they should warn coffee shops, Hair Dressers etc that they are turning off the water supply would be useful.",lord_bungle,2021-06-23 17:37:39,negative,0.0,
http://twitter.com/RussellB1ggs/statuses/1406849278987931650,@carlsayerUCL @N_Rivers_Trust @RiverGlaven @WildTroutTrust @AnglianWater @The_WMA The Gaywood River was dredged in March disturbing the thick & lifeless anaerobic silt below the Bawsey ruins This silt is heavily polluted & on inspection seemed lifeless🧐Surely this isn’t what the bed of a Chalk stream should be like https://t.co/gTf5iwmwOi,RussellB1ggs,2021-06-21 05:39:40,negative,0.0,
http://twitter.com/AnglianWater/statuses/1445006081571401728,"@xsammypriorx Hi Sam. I completely understand your frustration and I'm sorry we've not been able to get through to you. We have tried to call again today but the line is just going to busy. Do you have a block on unknown numbers at all, as this is what will come through when we call?",AnglianWater,2021-10-04 12:41:11,negative,43.2,
http://twitter.com/AnglianWater/statuses/1368823278140264449,"@PaulEll80590146 Hi Paul, I am sorry to hear this. Can you please PM me? Thanks, Aaron",AnglianWater,2021-03-08 07:17:55,negative,42.0,
http://twitter.com/LincsYFC/statuses/1403002762372161540,"💧Healthy Soils, Healthy Crops, Healthy Water. An overview of Anglian Water and what work we are doing with farmers across Lincs💧one certainly not to miss!! Thanks @KellyHewsonF we are looking forward to it this evening!! #virtualtalks #yfc",LincsYFC,2021-06-10 14:54:59,positive,37.3,
http://twitter.com/AnglianWater/statuses/1381983382482092039,"If you've bought a new kettle recently, it might make your cuppa taste a bit strange. Find out more about keeping the water healthy in your home at https://t.co/NDJoL31Tpf https://t.co/yv2HpAQwd2",AnglianWater,2021-04-13 14:51:29,neutral,44.0,
http://twitter.com/AnglianWater/statuses/1406898649712443393,"@mr_shouty Hi there, thanks for reporting this to us - Please may we take your full name and full address by DM? We will check your account on our system to see if any outgoing texts have recently been sent - Thanks, Tyler https://t.co/y94x1oGRLL",AnglianWater,2021-06-21 08:55:51,neutral,42.0,
http://twitter.com/AnglianWater/statuses/1380517006580006917,"We were honoured to welcome Prince Philip to Grafham Water to celebrate the reservoir's anniversary in 2016 - half a century after he first opened it. Thanks for sharing two great days with us, 50 years apart. Rest in Peace. https://t.co/05CbTWp8sf",AnglianWater,2021-04-09 13:44:37,positive,44.7,
http://twitter.com/MT_Kilpatrick/statuses/1446103943474462727,"Hey @AnglianWater I had to call you to unblock a drain down our road recently. Just got a call - private number - asking if I would answer Qs on the service I'd received. I sighed and said ""if it's quick"". She hung on me immediately without a word. What the hell is that?",MT_Kilpatrick,2021-10-07 13:23:42,negative,13.6,
http://twitter.com/ianjmitchell/statuses/1473948424206696448,"An unsolicited call on behalf of @AnglianWater results in an unexpected lecture that I was rude when I said “yes I submitted a meter reading online and the system worked, what else is there to say?” I did manage to wish the lady a good Christmas before she hung up.",ianjmitchell,2021-12-23 09:27:43,negative,14.4,
http://twitter.com/Central_Sol_Ltd/statuses/1397848412591202307,"We're looking forward to the @WWT_online Awards taking place virtually this afternoon. We’re proud to see the Certified Water Steward Programme shortlisted alongside @UnitedUtilities, @AnglianWater & @AiimiLtd and @NorthumbrianH2O & @KPMG. Good luck to all nominees! @IrishWater https://t.co/RYd5tpvcvV",Central_Sol_Ltd,2021-05-27 09:33:26,positive,0.0,
http://twitter.com/clickboss1943/statuses/1368871482244427777,"This is the shoddy work at the leak site St Andrews St South, its crumbling away leaving exposed iron works the holes in the road from the water left untreated and getting worse @Suff_highways @AnglianWater https://t.co/ogABLOCQ0S",clickboss1943,2021-03-08 10:29:28,negative,0.0,"Artist (Photographer), Teacher & Lecturer (Lecturer)"
http://twitter.com/BedfordJobs/statuses/1486313813251141632,"Project Change Manager C£50k dependent on skills and experience Permanent and Fixed Term Flexible/Full and Part time working hours Anglian Water offers a flexible approach,... #Bedford #BedfordJobs #UKJobs https://t.co/tKfVcpFth5",BedfordJobs,2022-01-26 12:23:22,neutral,0.0,
http://twitter.com/AnglianWater/statuses/1413584480204468227,"@iOrganiseStuff @PeterboroughCC Hi Simon, I'm really sorry but the video attachment is not loading unfortunately - If you need to report either a Water or Sewerage issue, you can do that via our website here: https://t.co/d2OxQ0M0mu or by calling 03457 145145 - Thanks, Tyler",AnglianWater,2021-07-09 19:42:57,neutral,43.1,
http://twitter.com/mjvag/statuses/1395702043516542977,@AnglianWater What is standard time for taking shower ? I got 8 minutes .,mjvag,2021-05-21 11:24:32,neutral,9.1,
http://twitter.com/Lufbrabirder/statuses/1395296127503814659,@PapayRanger @global_birding @WetlandLink @WeBS_UK @worldwetnet @TheWCS @WetlandsEurope @WetlandsInt @RamsarConv @DiscoverRutland @AnglianWater @RutlandWaterNR @SeabirdCentre @CambsBirdClub @_BTO @BirdWatchingMag @Nunny_Birds @BirdWatchIE @kartongbirdobs @DrLaraHowe @GoughIsland @InstaBirders @naturetrektours @britishbirds @jamesthetyke If there...,Lufbrabirder,2021-05-20 08:31:34,negative,0.0,
http://twitter.com/CllrDent/statuses/1378986834441728000,"@CllrDent 🚰Water works by Anglian Water at Lancaster Gdns, between 7 and 8 April - 𝗧𝗿𝗮𝗳𝗳𝗶𝗰 𝗰𝗼𝗻𝘁𝗿𝗼𝗹 (𝘀𝘁𝗼𝗽/𝗴𝗼 𝗯𝗼𝗮𝗿𝗱𝘀) 𝗱𝗲𝗹𝗮𝘆𝘀 𝗽𝗼𝘀𝘀𝗶𝗯𝗹𝗲.",CllrDent,2021-04-05 08:24:16,neutral,22.3,Politician (Councillor)
http://twitter.com/DessertsKells/statuses/1496515335020810243,@AnglianWater Have messaged u private,DessertsKells,2022-02-23 16:00:34,neutral,0.0,
http://twitter.com/Zannah_Du/statuses/1490977105253126146,"A lot of locals absolutely livid at this news today: * water supply contaminated with 4x the legal limit of PFOS * residents were not notified * Anglian Water declines to say how long we've been drinking it, apparently https://t.co/ebhxCcnoKm",Zannah_Du,2022-02-08 09:13:37,negative,38.0,Health practitioner (Veterinary)
http://twitter.com/MerlinGough/statuses/1390280912169054213,"Is this @HomeServeUK pretending to be Anglian Water? When did I agree for my personal details to be passed from Anglian Water to another company? I've not agreed to this but you've already broken your pledge, it's not relevant. https://t.co/PoKE57godZ https://t.co/d98O0Plf8m",MerlinGough,2021-05-06 12:22:54,neutral,32.5,Software developer & IT (Software Engineer)
http://twitter.com/JustMariTine/statuses/1457043197788573698,"@RussellB1ggs @jamesowild @EnvAgencyAnglia @AnglianWater @pow_rebecca This isn't acceptable. This is outrageous. Please peeps, write another email to your MP this weekend, check out @Feargal_Sharkey #SewageScandal",JustMariTine,2021-11-06 17:52:23,neutral,37.2,Software developer & IT (Developer)
http://twitter.com/AnglianWater/statuses/1423350713627942923,"@khinemimithein Good evening, sorry to hear that. Yes, we will attend within 6 hours, also we will contact you to let you know if we find an issue on our network which is the cause, so we can repair that without having to bother you at your property. Please call us on 03457145145 if you need us",AnglianWater,2021-08-05 18:30:29,neutral,43.2,
http://twitter.com/DarrenMurkin/statuses/1424294416185974784,"@AnglianWater I am on a water meter, instead of paying every 6 months am I able to change to monthly payments instead of does it have to be 6 monthly?",DarrenMurkin,2021-08-08 09:00:25,neutral,10.5,
http://twitter.com/beckclk27/statuses/1481453979330842627,"@Dean_R_Lomax @RutlandWaterNR @AnglianWater @LeicsWildlife @MrIchthyosaurus @MarkoPalaeo @Dr_EmmaNicholls Wow, amazing. Congratulations. I used to regularly visit Rutland Water with my grandparents. Who knew what was hiding there!?",beckclk27,2022-01-13 02:32:07,positive,0.0,
http://twitter.com/MattHardy89/statuses/1427908528099020803,"@NNHighways @AnglianWater @NNorthantsC NOT A SINGLE CONTRACTOR ON SITE, warkton lane, back to the council we go",MattHardy89,2021-08-18 08:21:37,neutral,39.3,
http://twitter.com/ncedigital/statuses/1483786319952289803,"Tunnelling | @TfL's Farid Achha, @AnglianWater's James Crompton, @NationalHways's John Nicholas and @nationalgriduk's Sarah Woolham-Jaffier join NCE senior reporter @cathkennedy_ to discuss the future tunnelling pipeline Story: https://t.co/v3gA9Xy1ZP #Transport #Tunnels",ncedigital,2022-01-19 13:00:00,neutral,47.4,
http://twitter.com/Brandsthatcrea1/statuses/1381933670831943681,"@BBCPanorama @BBCOne I have been cleaning up the spill for 8 days pretty much on my own, ai have removed 15,000 sanitary towels, tampons and wet wipes. The pollution is estimated to run to 30-40,000+ items, it could be much higher. Anglian water have given limited help https://t.co/ebMcRrmPoi",Brandsthatcrea1,2021-04-13 11:33:56,negative,8.0,
http://twitter.com/AnglianWater/statuses/1441402152979623944,"@markc85 Hi Mark, sorry to hear that. Whereabouts was this please?",AnglianWater,2021-09-24 14:00:27,neutral,43.2,
http://twitter.com/ThePlanner_RTPI/statuses/1427623751320055808,"Anglian Water has submitted a planning application to West Suffolk, East Cambridgeshire and King’s Lynn and West Norfolk councils as part of its work to install a strategic water pipeline to join up water supplies from Bexwell to Bury. https://t.co/R8xA3u3V4v",ThePlanner_RTPI,2021-08-17 13:30:00,neutral,37.8,
http://twitter.com/AnglianWater/statuses/1456619408768520193,"@PeterSimpsonAW This is particularly key for us in the Fens, a much smaller area than the @livingdeltas area of focus. We've also learned from our Dutch neighbours, who have developed innovative approaches in very similar low-lying landscapes.",AnglianWater,2021-11-05 13:48:24,neutral,43.2,
http://twitter.com/AnglianWater/statuses/1391404631897554946,@justamojane @drum_cc @Ofwat Our team are ensuring to prioritise customers whose homes are flooded or where there is a risk to the environment,AnglianWater,2021-05-09 14:48:09,neutral,45.6,
http://twitter.com/Forticrete/statuses/1442899020909715456,"@thisisacesspit which discharges into the local river. We immediately contacted Anglian Water and the Environment Agency, who have since visited our site and are satisfied that the material has no environmental or safety concerns.",Forticrete,2021-09-28 17:08:29,neutral,25.6,
http://twitter.com/Cambs_Traffic/statuses/1433449963825020928,⚠️🚦#A142 Ely Road westbound between #Sutton and #WitchamToll: DELAYS of over a mile due to temporary traffic lights in place for works by @AnglianWater. More info can be found via: https://t.co/jjqMppR0yJ https://t.co/gnqvkWi5Gv,Cambs_Traffic,2021-09-02 15:21:18,neutral,41.4,
http://twitter.com/keith1974/statuses/1470116744631099400,@AnglianWater the water went off in #elmswell before 8. You're now estimating a resolution at 10pm. That's over 12 hours with no water. What's your provision for the residents of the village? You should be ashamed. @BBCLookEast @itvanglia #suffolk #elmswell,keith1974,2021-12-12 19:42:00,negative,0.0,"Artist (Photographer), Artist (Painter)"
http://twitter.com/Sam407865091/statuses/1481243170130255878,@Dean_R_Lomax @MrIchthyosaurus @MarkoPalaeo @Dr_EmmaNicholls @EmilyJSwaby @PauldelaSalle @ThinkSee3D @pborogeopaleo @AnglianWater @RutlandWaterNR @LeicsWildlife Then I discovered concrete?,Sam407865091,2022-01-12 12:34:26,neutral,0.0,
http://twitter.com/Cambs_Traffic/statuses/1384543229513814016,UPDATE: #A603 East Road and Norfolk Street #Cambridge between Dover Street and Crispin Place will remain CLOSED until early tomorrow morning due to ongoing works by @AnglianWater,Cambs_Traffic,2021-04-20 16:23:24,neutral,38.6,
http://twitter.com/AnglianWater/statuses/1378239220117045248,"@GYMarty Hi Martin, sorry to hear that. Could you DM your account number or address please",AnglianWater,2021-04-03 06:53:31,neutral,42.0,
http://twitter.com/AnglianWater/statuses/1479153046538104836,"@markh1985 Hi Mark, please can you confirm if this is the junction leading from Mundesley Road, to Aylsham Road via PM please? This way I can look into this further for you - Thanks, Courtney https://t.co/y94x1oGRLL",AnglianWater,2022-01-06 18:09:02,neutral,42.1,
http://twitter.com/bignatedizzle/statuses/1494350292388876293,"@AnglianWater Hi Jasmin, all sorted and water is running. Thanks for getting back to me",bignatedizzle,2022-02-17 16:37:28,positive,9.8,
http://twitter.com/DanielJ88/statuses/1423212733592375296,Speaking at this morning's @WEETFEvents #ClimateChange session about @AnglianWater's new Net Zero 2030 Strategy. https://t.co/LO5JBrUdYT My next #WEETFEvents in November will be about our work to tackle #ukfloods in the east of England as climate change intensifies rainfall https://t.co/pqDV9nF8VT,DanielJ88,2021-08-05 09:22:12,neutral,19.2,
http://twitter.com/DdeM_ILT/statuses/1480616986585481218,@gdmorewood @Dean_R_Lomax @RutlandWaterNR @AnglianWater @LeicsWildlife @MrIchthyosaurus @MarkoPalaeo @Dr_EmmaNicholls Will@look out for it,DdeM_ILT,2022-01-10 19:06:12,neutral,0.0,Executive (CEO)
http://twitter.com/BrylaineTravel/statuses/1437739792482160641,When will these traffic lights get sorted out it is ridiculous that they are still not done the delays and dangers to other road users is terrible surely it cant take this long to sort it out @AnglianWater @LincsCC_roads @BBCRadioLincs @endeavourfm,BrylaineTravel,2021-09-14 11:27:33,negative,22.8,
http://twitter.com/theexterminato9/statuses/1406491729348411392,"@KeyworkerOf @AnglianWater @IJBotters Sorry I didn't reply sooner I have a life, and carry on being Mr right I worked for anglian water for years (ct013) but hey I know nothing and you know everything 👍👍",theexterminato9,2021-06-20 05:58:54,neutral,0.0,
http://twitter.com/AnglianWater/statuses/1379375888429645824,"@palmerio56 Hi Eileen, sorry to hear about this, let me look into this for you. Please can you PM me your best contact number?",AnglianWater,2021-04-06 10:10:14,neutral,42.0,
http://twitter.com/Robert_Brears/statuses/1397448413428338691,Agriculture is one of the most significant contributors to non-point-source pollution. Read how @AnglianWater is joining a partnership to enhance water quality and protect nature on agricultural land #naturebasedsolutions #water https://t.co/ca4QX2B9L0,Robert_Brears,2021-05-26 07:03:59,neutral,0.6,Executive (Founder)
http://twitter.com/BGroundsman/statuses/1394642820712083463,"@AnglianWater @PublicSewer @PeterSimpsonAW @DanielJ88 Dan, Thanks for the quick reply. The location and my phone number are in the DM's between us from previous. The land is owned by Anglian Water and runs next to and behind Billericay Rugby Club. CM4 9PQ",BGroundsman,2021-05-18 13:15:34,neutral,13.0,"Sportpersons & Trainer (Referee), Sportpersons & Trainer (Coach)"
http://twitter.com/glitterygooner/statuses/1494283867259383819,@AnglianWater is there an issue in NR6? We have no water supply. Please can you advise as to when this will be restored?,glitterygooner,2022-02-17 12:13:31,neutral,20.0,
http://twitter.com/ComputedBee/statuses/1480495157032243200,@TierZoo The largest Icthyosaurus fossil found in Britain has just been dug up in a reservoir,ComputedBee,2022-01-10 11:02:06,neutral,0.0,
